rank,name,slug,active_installs,rating_pct,rating_5star,num_ratings,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
1,Hostinger Tools,hostinger,3000000,60,3.0,26,Editor-agnostic,2026-03-20 8:35am GMT,5.5,6.9.4,https://hostinger.com,,,https://wordpress.org/plugins/hostinger/,1,0,7.3,High,2024-01-11,CWE-862,"hostinger, https, maintenance, security, tools"
2,Image Optimizer – Optimize Images and Convert to WebP or AVIF,image-optimization,1000000,32,1.6,72,Editor-agnostic,2026-02-17 1:59pm GMT,6.6,6.9.4,https://go.elementor.com/wp-repo-description-tab-io-product-page/,,,https://wordpress.org/plugins/image-optimization/,1,1,,,2026-02-19,,"convert AVIF, convert webp, image compression, image optimization, performance"
3,Google for WooCommerce,google-listings-and-ads,900000,54,2.7,259,Editor-agnostic,2026-03-18 6:08pm GMT,6.6,6.9.4,,https://github.com/woocommerce/google-listings-and-ads,official,https://wordpress.org/plugins/google-listings-and-ads/,1,0,5.3,Medium,2024-11-18,CWE-862,"ads, google, listings, product feed, woocommerce"
4,WooCommerce PayPal Payments,woocommerce-paypal-payments,800000,54,2.7,532,Editor-agnostic,2026-03-05 3:21pm GMT,6.5,6.9.4,https://woocommerce.com/products/woocommerce-paypal-payments/,https://github.com/woocommerce/woocommerce-paypal-payments,official,https://wordpress.org/plugins/woocommerce-paypal-payments/,1,0,4.3,Medium,2023-06-22,CWE-352,"credit card, ecommerce, payments, paypal, woocommerce"
5,WooCommerce Tax (formerly WooCommerce Shipping & Tax),woocommerce-services,600000,40,2.0,105,Editor-agnostic,2026-03-10 8:22am GMT,6.7,6.9.4,https://woocommerce.com/,https://github.com/Automattic/woocommerce-services,official,https://wordpress.org/plugins/woocommerce-services/,2,0,,,2023-05-24,,"GST, payment, tax, vat, woocommerce"
6,Meta for WooCommerce,facebook-for-woocommerce,500000,44,2.2,474,Editor-agnostic,2026-03-26 3:38pm GMT,5.6,6.9.4,https://github.com/woocommerce/facebook-for-woocommerce/,https://github.com/woocommerce/facebook-for-woocommerce,official,https://wordpress.org/plugins/facebook-for-woocommerce/,4,0,,,2019-08-30,CWE-352,"Conversions API, catalog sync, facebook, meta, whatsapp"
7,Ally – Web Accessibility & Usability,pojo-accessibility,500000,58,2.9,152,Editor-agnostic,2026-02-23 10:06am GMT,6.6,6.9.4,https://elementor.com/,https://github.com/pojome/one-click-accessibility,official,https://wordpress.org/plugins/pojo-accessibility/,3,1,5.9,Medium,2026-02-19,CWE-352; CWE-79,"Accessibility statement, a11y, accessibility, wcag, web accessibility"
8,Meta pixel for WordPress,official-facebook-pixel,400000,54,2.7,164,Editor-agnostic,2026-03-24 2:18pm GMT,5.7,6.8.5,https://www.facebook.com/business/help/881403525362441,https://github.com/facebookincubator/Facebook-Pixel-for-WordPress,official,https://wordpress.org/plugins/official-facebook-pixel/,4,0,,,2021-04-12,CWE-352; CWE-502,"Conversions API, facebook, meta, meta ads, pixel"
9,WooCommerce Legacy REST API,woocommerce-legacy-rest-api,400000,30,1.5,28,Editor-agnostic,2025-01-23 6:59pm GMT,6.2,,https://github.com/woocommerce/woocommerce-legacy-rest-api,https://github.com/woocommerce/woocommerce-legacy-rest-api,official,https://wordpress.org/plugins/woocommerce-legacy-rest-api/,0,0,,,,,"rest-api, woo, woocommerce"
10,Gutenberg,gutenberg,300000,42,2.1,3863,Block-only,2026-03-26 4:48pm GMT,6.8,6.9.4,https://github.com/WordPress/gutenberg,https://github.com/WordPress/gutenberg,official,https://wordpress.org/plugins/gutenberg/,12,1,6.5,Medium,2025-10-31,CWE-79,
11,Pinterest for WooCommerce,pinterest-for-woocommerce,300000,46,2.3,66,Editor-agnostic,2026-03-06 11:39am GMT,5.6,6.9.4,https://woocommerce.com/products/pinterest-for-woocommerce/,https://github.com/woocommerce/pinterest-for-woocommerce,official,https://wordpress.org/plugins/pinterest-for-woocommerce/,0,0,,,,,"Pinterest, marketing, pixel, product catalog feed, woocommerce"
12,ExactMetrics – Google Analytics Dashboard for WordPress (Website Stats Plugin),google-analytics-dashboard-for-wp,300000,50,2.5,1546,Editor-agnostic,2026-03-25 3:08pm GMT,5.6.0,6.9.4,https://exactmetrics.com,https://github.com/awesomemotive/exactmetrics-repo,official,https://wordpress.org/plugins/google-analytics-dashboard-for-wp/,3,0,6.5,Medium,2025-01-24,CWE-79; CWE-862,"analytics, google analytics, google analytics dashboard, google analytics plugin, website stats"
13,TikTok,tiktok-for-business,200000,36,1.8,39,Editor-agnostic,2026-03-24 5:07pm GMT,5.7.0,6.7.5,https://wordpress.org/plugins/tiktok-for-business,https://github.com/WordpressPluginDirectory/tiktok-for-business,official,https://wordpress.org/plugins/tiktok-for-business/,0,0,,,,,Tiktok
14,PHP Compatibility Checker,php-compatibility-checker,200000,54,2.7,131,Editor-agnostic,2023-12-14 3:29pm GMT,5.6,6.4.8,https://wpengine.com,https://github.com/wpengine/phpcompat,official,https://wordpress.org/plugins/php-compatibility-checker/,1,0,5.4,Medium,2023-07-11,CWE-352,"compat, php, php 7, php 8, version"
15,Page Optimize,page-optimize,200000,60,3.0,5,Editor-agnostic,2026-02-12 7:35pm GMT,5.3,6.9.4,https://wordpress.org/plugins/page-optimize/,https://github.com/Automattic/page-optimize,official,https://wordpress.org/plugins/page-optimize/,0,0,,,,,performance
16,"Site Mailer – SMTP Replacement, Email API Deliverability & Email Log",site-mailer,200000,40,2.0,13,Editor-agnostic,2026-02-17 1:35pm GMT,6.6,6.9.4,https://elementor.com/,,,https://wordpress.org/plugins/site-mailer/,1,0,,,2025-02-28,,"Email API, email, email log, sender, smtp"
17,Google Analytics for WooCommerce,woocommerce-google-analytics-integration,200000,56,2.8,117,Editor-agnostic,2026-03-26 4:34pm GMT,6.8,6.9.4,https://wordpress.org/plugins/woocommerce-google-analytics-integration/,https://github.com/woocommerce/woocommerce-google-analytics-integration,official,https://wordpress.org/plugins/woocommerce-google-analytics-integration/,0,0,,,,,"google analytics, woocommerce"
18,"Crowdsignal Dashboard – Polls, Surveys & more",polldaddy,100000,54,2.7,34,Editor-agnostic,2026-02-25 4:33pm GMT,5.5,6.9.4,https://wordpress.org/plugins/polldaddy/,https://github.com/Automattic/crowdsignal-plugin,official,https://wordpress.org/plugins/polldaddy/,15,1,7.1,High,2024-12-27,CWE-352; CWE-79,"polling, polls, rating, surveys, vote"
19,Aruba HiSpeed Cache,aruba-hispeed-cache,100000,60,3.0,10,Editor-agnostic,2026-03-13 4:08pm GMT,5.4,6.9.4,https://hosting.aruba.it/wordpress.aspx,https://github.com/common-repository/aruba-hispeed-cache,mirror,https://wordpress.org/plugins/aruba-hispeed-cache/,7,1,6.5,Medium,2026-02-23,CWE-200; CWE-352; CWE-79; CWE-862,"Aruba, Optimize, cache, pagespeed, performance"
20,Klaviyo,klaviyo,100000,56,2.8,24,Editor-agnostic,2026-03-09 4:36pm GMT,5.2,6.9.4,https://wordpress.org/plugins/klaviyo/,,,https://wordpress.org/plugins/klaviyo/,2,0,5.9,Medium,2023-04-11,CWE-79,"Klaviyo, analytics, email, marketing, woocommerce"
21,MailerLite – Signup forms (official),official-mailerlite-sign-up-forms,100000,60,3.0,40,Editor-agnostic,2026-02-18 2:15pm GMT,3.0.1,6.8.5,https://mailerlite.com,https://github.com/common-repository/official-mailerlite-sign-up-forms,mirror,https://wordpress.org/plugins/official-mailerlite-sign-up-forms/,14,1,6.4,Medium,2026-02-19,CWE-352; CWE-79; CWE-862,"form, mailerlite, newsletter, subscribe, webform"
22,Razorpay for WooCommerce,woo-razorpay,100000,50,2.5,23,Editor-agnostic,2026-03-24 9:37am GMT,3.9.2,6.9.4,https://razorpay.com,https://github.com/razorpay/razorpay-woocommerce,official,https://wordpress.org/plugins/woo-razorpay/,7,0,5.3,Medium,2026-02-19,CWE-306,"curlec, india, payments, razorpay, woocommerce"
23,Shortcodes and extra features for Phlox theme,auxin-elements,90000,42,2.1,7,Editor-agnostic,2026-01-24 11:55am GMT,5.0,6.9.4,https://wordpress.org/plugins/auxin-elements/,https://github.com/WPPlugins/auxin-elements,mirror,https://wordpress.org/plugins/auxin-elements/,21,2,7.6,High,2026-01-10,CWE-200; CWE-22; CWE-502; CWE-79; CWE-80; CWE-862,"auxin, averta, elementor, fullwidth, phlox"
24,Make Connector,integromat-connector,80000,54,2.7,25,Editor-agnostic,2026-02-09 10:29am GMT,5.0,6.9.4,,https://github.com/common-repository/integromat-connector,mirror,https://wordpress.org/plugins/integromat-connector/,3,1,,,2025-09-03,,"api, integromat, make, rest, rest-api"
25,Jupiter X Core,jupiterx-core,80000,36,1.8,9,Editor-agnostic,2026-03-19 10:03am GMT,5.6,6.9.4,https://jupiterx.com,https://github.com/common-repository/jupiterx-core,mirror,https://wordpress.org/plugins/jupiterx-core/,21,1,9.8,Critical,2026-01-22,CWE-22; CWE-269; CWE-284; CWE-288; CWE-434; CWE-79; CWE-862; CWE-863,"jupiter, jupiterx"
26,Hello Plus,hello-plus,80000,60,3.0,1,Editor-agnostic,2025-09-18 11:37am GMT,6.0,6.8.5,https://elementor.com,https://github.com/alexclassroom/hello-plus,official,https://wordpress.org/plugins/hello-plus/,0,0,,,,,"elementor, hello plus, hello themes, themes, widgets"
27,WooCommerce Square,woocommerce-square,80000,42,2.1,120,Editor-agnostic,2026-03-26 2:45pm GMT,6.7,6.9.4,https://woocommerce.com/products/square/,https://github.com/woocommerce/woocommerce-square,official,https://wordpress.org/plugins/woocommerce-square/,2,1,8.1,High,2026-01-10,CWE-639,"credit card, inventory sync, square, woocommerce"
28,Hotjar,hotjar,80000,58,2.9,18,Editor-agnostic,2023-10-25 7:52am GMT,4.6,6.0.11,,,,https://wordpress.org/plugins/hotjar/,1,0,4.4,Medium,2023-10-14,CWE-79,"heatmaps, hotjar, insights, recordings, visual"
29,WooCommerce Shipping,woocommerce-shipping,60000,42,2.1,15,Editor-agnostic,2026-03-23 5:18am GMT,6.8,6.9.4,https://woocommerce.com/products/shipping/,https://github.com/dpdconnect/woocommerce-shipping,official,https://wordpress.org/plugins/woocommerce-shipping/,0,0,,,,,"dhl, labels, shipping, usps, woocommerce"
30,Mailchimp List Subscribe Form,mailchimp,60000,52,2.6,77,Editor-agnostic,2026-01-08 11:25pm GMT,6.4,6.9.4,https://mailchimp.com/help/connect-or-disconnect-list-subscribe-for-wordpress/,https://github.com/mailchimp/wordpress,official,https://wordpress.org/plugins/mailchimp/,1,0,4.3,Medium,2026-02-19,CWE-352,"email, mailchimp, marketing, newsletter, signup"
31,Sydney Toolbox,sydney-toolbox,60000,46,2.3,15,Editor-agnostic,2024-12-17 4:12pm GMT,4.0,6.7.5,http://athemes.com/plugins/sydney-toolbox,https://github.com/WordpressPluginDirectory/sydney-toolbox,official,https://wordpress.org/plugins/sydney-toolbox/,5,0,6.4,Medium,2024-05-14,CWE-79,"custom fields, custom post types, sydney"
32,AI Powered Marketing,kliken-marketing-for-google,60000,54,2.7,29,Editor-agnostic,2025-12-02 4:38pm GMT,5.8,6.9.4,https://woo.kliken.com/,https://github.com/common-repository/kliken-marketing-for-google,mirror,https://wordpress.org/plugins/kliken-marketing-for-google/,0,0,,,,,"advertising, adwords, analytics, bing, google"
33,Embed Optimizer,embed-optimizer,60000,60,3.0,2,Editor-agnostic,2026-02-27 8:19pm GMT,6.6,7.0,https://github.com/WordPress/performance/tree/trunk/plugins/embed-optimizer,https://github.com/WordPress/performance,official,https://wordpress.org/plugins/embed-optimizer/,0,0,,,,,"Embeds, optimization-detective, performance"
34,Zapier for WordPress,zapier,50000,44,2.2,72,Editor-agnostic,2025-07-24 4:50pm GMT,5.5,6.5.8,,,,https://wordpress.org/plugins/zapier/,2,0,6.4,Medium,2025-06-20,CWE-862; CWE-918,"automation, dataflow, integration, workflow, zapier"
35,Printful Integration for WooCommerce,printful-shipping-for-woocommerce,50000,52,2.6,94,Editor-agnostic,2026-01-14 2:00pm GMT,5.3,6.9.4,https://wordpress.org/plugins/printful-shipping-for-woocommerce/,https://github.com/WordpressPluginDirectory/printful-shipping-for-woocommerce,official,https://wordpress.org/plugins/printful-shipping-for-woocommerce/,2,0,6.4,Medium,2026-02-19,CWE-862; CWE-918,"drop-shipping, printful, shipping, shipping rates, woocommerce"
36,RTMKit,rometheme-for-elementor,50000,58,2.9,12,Editor-agnostic,2026-03-27 10:50am GMT,6.8,6.9.4,,https://github.com/common-repository/rometheme-for-elementor,mirror,https://wordpress.org/plugins/rometheme-for-elementor/,11,3,9.9,Critical,2026-03-11,CWE-1230; CWE-79; CWE-862; CWE-94,"elementor, elementor addons, elementor templates, elementor widgets, elementor woocommerce"
37,BoldGrid Easy SEO – Simple and Effective SEO,boldgrid-easy-seo,50000,60,3.0,3,Editor-agnostic,2025-12-01 9:07pm GMT,4.4,6.9.4,https://www.boldgrid.com/boldgrid-seo/,https://github.com/BoldGrid/boldgrid-seo,official,https://wordpress.org/plugins/boldgrid-easy-seo/,2,0,6.4,Medium,2024-04-06,CWE-200; CWE-79,"Content analysis, Readability, boldgrid, search engine optimization, seo"
38,Themesflat Addons For Elementor,themesflat-addons-for-elementor,50000,40,2.0,9,Editor-agnostic,2026-03-13 2:38am GMT,4.9,6.9.4,,https://github.com/common-repository/themesflat-addons-for-elementor,mirror,https://wordpress.org/plugins/themesflat-addons-for-elementor/,13,1,8.3,High,2025-03-31,CWE-200; CWE-502; CWE-79; CWE-87,"addons, elementor, elementor addon, themesflat, widget"
39,Kliken: Ads + Pixel for Meta,kliken-ads-pixel-for-meta,50000,60,3.0,1,Editor-agnostic,2025-12-02 4:35pm GMT,5.8,6.9.4,https://woo.kliken.com/,https://github.com/common-repository/kliken-ads-pixel-for-meta,mirror,https://wordpress.org/plugins/kliken-ads-pixel-for-meta/,0,0,,,,,"Facebook Ads, Meta Pixel, facebook post, instagram ads, woocommerce"
40,aThemes Starter Sites,athemes-starter-sites,40000,40,2.0,2,Editor-agnostic,2026-03-03 4:41pm GMT,4.0,6.8.5,,https://github.com/WordpressPluginDirectory/athemes-starter-sites,official,https://wordpress.org/plugins/athemes-starter-sites/,1,0,6.4,Medium,2024-07-29,CWE-79,"athemes, demos, elementor, import, sites"
41,Disqus Comment System,disqus-comment-system,40000,54,2.7,219,Editor-agnostic,2026-01-15 5:47pm GMT,4.4,6.9.4,https://disqus.com/,https://github.com/disqus/disqus-wordpress-plugin,official,https://wordpress.org/plugins/disqus-comment-system/,9,0,,,2015-05-15,CWE-352; CWE-79,"Disqus, comments, email, engagement, threaded"
42,YITH WooCommerce Ajax Search,yith-woocommerce-ajax-search,40000,60,3.0,42,Editor-agnostic,2026-03-26 1:29pm GMT,6.8,7.0,https://yithemes.com/themes/plugins/yith-woocommerce-ajax-search/,https://github.com/wp-plugins/yith-woocommerce-ajax-search,mirror,https://wordpress.org/plugins/yith-woocommerce-ajax-search/,7,1,9.3,Critical,2024-10-06,CWE-79; CWE-89,"woocommerce search by sku, woocommerce search form, woocommerce search page, woocommerce search results, woocommerce search shortcode"
43,Trustpilot Reviews,trustpilot-reviews,30000,36,1.8,70,Editor-agnostic,2026-01-20 5:34pm GMT,3.5.1,6.2.9,,https://github.com/giuliodelmastro/trustpilot-reviews,official,https://wordpress.org/plugins/trustpilot-reviews/,1,1,,,,,"brand, review, trustpilot, trustpilot reviews, widget"
44,Clever Fox,clever-fox,30000,60,3.0,5,Editor-agnostic,2026-02-24 11:50am GMT,4.6,6.9.4,,https://github.com/theirenehsu/CleverFox,official,https://wordpress.org/plugins/clever-fox/,2,0,6.4,Medium,2024-06-07,CWE-79; CWE-862,"One Click Demo, companion, customizer, homepage setup, sections"
45,WooCommerce Payfast Gateway,woocommerce-payfast-gateway,30000,60,3.0,7,Editor-agnostic,2026-02-24 7:05pm GMT,6.7,6.9.4,https://woocommerce.com/products/payfast-payment-gateway/,,,https://wordpress.org/plugins/woocommerce-payfast-gateway/,0,0,,,,,"automattic, credit card, payfast, payment request, woocommerce"
46,WP Events Manager,wp-events-manager,30000,56,2.8,12,Editor-agnostic,2025-10-27 4:18am GMT,6.0,6.8.5,http://thimpress.com/,,,https://wordpress.org/plugins/wp-events-manager/,2,1,8.8,High,2024-09-02,CWE-89,"Event, bookings, event management, events, registration"
47,TS Webfonts for さくらのレンタルサーバ,ts-webfonts-for-sakura,30000,54,2.7,3,Editor-agnostic,2024-02-14 1:55am GMT,5.2,6.2.9,https://help.sakura.ad.jp/rs/2185/,,,https://wordpress.org/plugins/ts-webfonts-for-sakura/,3,0,,,2023-11-09,CWE-352,font
48,RSS Importer,rss-importer,30000,40,2.0,10,Editor-agnostic,2024-10-17 4:05pm GMT,3.0,6.6.5,https://wordpress.org/extend/plugins/rss-importer/,,,https://wordpress.org/plugins/rss-importer/,0,0,,,,,"importer, rss"
49,MailerLite – WooCommerce integration,woo-mailerlite,30000,58,2.9,63,Editor-agnostic,2026-03-25 4:00pm GMT,3.0.1,6.8.5,https://mailerlite.com,,,https://wordpress.org/plugins/woo-mailerlite/,3,1,5.4,Medium,2026-01-22,CWE-352; CWE-862,"Email Marketing, automation, ecommerce, mailerlite, woocommerce"
50,Klarna for WooCommerce,klarna-payments-for-woocommerce,30000,46,2.3,20,Editor-agnostic,2026-03-24 8:58am GMT,6.7,6.9.4,https://krokedil.com/klarna-payments/,,,https://wordpress.org/plugins/klarna-payments-for-woocommerce/,1,0,5.3,Medium,2024-03-29,CWE-862,"e-commerce, ecommerce, klarna, woocommerce"
51,LearnPress – Course Review,learnpress-course-review,30000,50,2.5,8,Editor-agnostic,2026-01-16 4:30am GMT,6.0,6.9.4,https://thimpress.com/product/learnpress-course-review/,https://github.com/LearnPress/LearnPress,official,https://wordpress.org/plugins/learnpress-course-review/,1,1,,,2026-01-22,,"e-learning, education, learning management system, lms, review"
52,Website Monetization by MageNet,website-monetization-by-magenet,20000,58,2.9,7,Editor-agnostic,2025-05-20 3:55pm GMT,4.0,6.8.5,,,,https://wordpress.org/plugins/website-monetization-by-magenet/,1,0,5.4,Medium,2023-07-10,CWE-352,"advertising, contextual ads, contextual advertising, earn money online, website monetization"
53,WP All Import – Import SEO Settings for Yoast SEO,yoast-seo-settings-xml-csv-import,20000,56,2.8,11,Editor-agnostic,2026-01-30 1:37pm GMT,4.1.0,6.9.4,http://www.wpallimport.com/,,,https://wordpress.org/plugins/yoast-seo-settings-xml-csv-import/,0,0,,,,,"Yoast, import search engine optimization, import seo, search engine optimization, seo"
54,Stripe Tax – Sales tax automation for WooCommerce,stripe-tax-for-woocommerce,20000,20,1.0,2,Editor-agnostic,2026-03-20 4:25pm GMT,6.3,6.9.4,,,,https://wordpress.org/plugins/stripe-tax-for-woocommerce/,0,0,,,,,"shipping, stripe, tax, taxation"
55,Essential Content Types,essential-content-types,20000,60,3.0,2,Editor-agnostic,2025-05-13 1:25pm GMT,5.9,6.8.5,https://catchplugins.com/plugins/essential-content-types/,,,https://wordpress.org/plugins/essential-content-types/,1,0,,,2021-10-18,CWE-284,"content types, custom content types, custom post types, post types, taxonomy"
56,Constant Contact Forms,constant-contact-forms,20000,54,2.7,100,Editor-agnostic,2026-03-19 1:57pm GMT,6.4.0,6.9.4,https://www.constantcontact.com,https://github.com/WebDevStudios/constant-contact-forms,official,https://wordpress.org/plugins/constant-contact-forms/,5,0,5.3,Medium,2024-12-13,CWE-200; CWE-79; CWE-862,"Constant Contact official, constant contact, contacts, marketing, newsletter"
57,Rara One Click Demo Import,rara-one-click-demo-import,20000,54,2.7,7,Editor-agnostic,2024-11-21 11:28am GMT,6.0,6.7.5,https://wordpress.org/plugins/rara-one-click-demo-import/,https://github.com/humanmade/WordPress-Importer,official,https://wordpress.org/plugins/rara-one-click-demo-import/,1,0,8.8,High,2022-04-29,CWE-352; CWE-434,"content, data, demo, import, widgets"
58,RD Station,integracao-rd-station,20000,60,3.0,7,Editor-agnostic,2025-08-11 2:55pm GMT,4.7,6.8.5,https://wordpress.org/plugins/integracao-rdstation,https://github.com/ResultadosDigitais/rdstation-wp,official,https://wordpress.org/plugins/integracao-rd-station/,2,0,6.4,Medium,2024-09-05,CWE-352; CWE-79,"contact form, forms, integrations, rd station, resultados digitais"
59,Web Worker Offloading,web-worker-offloading,20000,60,3.0,3,Editor-agnostic,2026-02-27 8:19pm GMT,6.6,7.0,https://github.com/WordPress/performance/issues/176,https://github.com/WordPress/performance,official,https://wordpress.org/plugins/web-worker-offloading/,0,0,,,,,"analytics, javascript, partytown, performance, web worker"
60,LearnPress – Course Wishlist,learnpress-wishlist,20000,60,3.0,2,Editor-agnostic,2026-02-04 2:52am GMT,6.0,6.9.4,https://thimpress.com/product/learnpress-course-wishlist/,https://github.com/LearnPress/LearnPress,official,https://wordpress.org/plugins/learnpress-wishlist/,0,0,,,,,"e-learning, education, elearning, learning management system, lms"
61,JetStyleManager for Gutenberg,jet-style-manager,20000,52,2.6,9,Blocks+Classic,2024-08-20 9:43am GMT,5.6,6.6.5,https://crocoblock.com,https://github.com/Crocoblock/jet-style-manager,official,https://wordpress.org/plugins/jet-style-manager/,0,0,,,,,"blocks, gutenberg, style, styles manager"
62,SEO Friendly Images,seo-image,20000,60,3.0,59,Editor-agnostic,2017-11-28 3:19am GMT,2.7,4.1.42,http://www.prelovac.com/vladimir/wordpress-plugins/seo-friendly-images,,,https://wordpress.org/plugins/seo-image/,7,0,,,2015-01-03,,"admin, google, images, post, seo"
63,Amazon Pay for WooCommerce,woocommerce-gateway-amazon-payments-advanced,20000,48,2.4,26,Editor-agnostic,2026-01-21 5:12pm GMT,5.5,6.9.4,https://woocommerce.com/products/pay-with-amazon/,,,https://wordpress.org/plugins/woocommerce-gateway-amazon-payments-advanced/,3,0,,,2023-05-14,,"amazon, checkout, e-commerce, payments, woocommerce"
64,PhonePe Payment Solutions,phonepe-payment-solutions,20000,52,2.6,11,Editor-agnostic,2025-08-04 10:04am GMT,,6.7.5,https://github.com/PhonePe/,,,https://wordpress.org/plugins/phonepe-payment-solutions/,1,0,5.8,Medium,2023-11-13,CWE-918,"PayWithPhonePe, PhonePe Payments, phonepe, phonepe plugin, phonepe woocommerce"
65,Melhor Envio,melhor-envio-cotacao,20000,46,2.3,60,Editor-agnostic,2026-03-25 8:25pm GMT,4.7,6.9.4,https://melhorenvio.com.br,https://github.com/melhorenvio/wp-melhorenvio-v2,official,https://wordpress.org/plugins/melhor-envio-cotacao/,2,0,5.3,Medium,2025-04-08,CWE-200,"cotação, envío, frete, logistica, melhor envio"
66,Printify for WooCommerce,printify-for-woocommerce,10000,56,2.8,36,Editor-agnostic,2024-09-17 9:41am GMT,3.8,6.5.8,https://wordpress.org/plugins/printify-for-woocommerce/,,,https://wordpress.org/plugins/printify-for-woocommerce/,0,0,,,,,"drop-shipping, print-on-demand, printify, printing, woocommerce"
67,bunny.net – WordPress CDN Plugin,bunnycdn,10000,60,3.0,20,Editor-agnostic,2026-03-12 11:42am GMT,6.7,6.9.4,https://bunny.net/,https://github.com/apache/echarts,official,https://wordpress.org/plugins/bunnycdn/,2,0,8.5,High,2025-05-19,CWE-79,"bandwidth, cdn, content delivery network, performance, stream"
68,YITH WooCommerce Badge Management,yith-woocommerce-badges-management,10000,58,2.9,93,Editor-agnostic,2026-03-04 3:35pm GMT,6.7,6.9.4,https://yithemes.com/themes/plugins/yith-woocommerce-badges-management/,,,https://wordpress.org/plugins/yith-woocommerce-badges-management/,4,2,,,2022-11-11,,"badge, badges, products, woocommerce, yith"
69,Shapely Companion,shapely-companion,10000,40,2.0,2,Editor-agnostic,2025-04-30 8:48am GMT,6.4,6.8.5,https://colorlib.com/wp/themes/shapely/,https://github.com/puikinsh/shapely,official,https://wordpress.org/plugins/shapely-companion/,1,0,,,2022-05-24,,"companion, demo, one-page, widgets, woocommerce"
70,My-Plugins,my-plugins,10000,20,1.0,1,Editor-agnostic,2013-07-02 1:34pm GMT,2.2,3.5.2,http://wordpress.org/extend/plugins/my-plugins/,,,https://wordpress.org/plugins/my-plugins/,0,0,,,,,list
71,Grow for WordPress,grow-for-wp,10000,46,2.3,3,Editor-agnostic,2025-04-09 8:35pm GMT,5.2,6.8.5,https://grow.me/publishers,,,https://wordpress.org/plugins/grow-for-wp/,0,0,,,,,"grow, sharing, social, subscribe"
72,Audit Trail,audit-trail,10000,56,2.8,4,Editor-agnostic,2017-11-28 12:26pm GMT,4.3,4.7.33,http://urbangiraffe.com/plugins/audit-trail/,,,https://wordpress.org/plugins/audit-trail/,0,0,,,,,"admin, audit, diff, log, version"
73,Qode Essential Addons,qode-essential-addons,10000,56,2.8,6,Editor-agnostic,2025-12-23 11:43am GMT,5.0,6.9.4,https://qodeinteractive.com,,,https://wordpress.org/plugins/qode-essential-addons/,2,0,9.9,Critical,2024-10-28,CWE-94; CWE-98,"addons, elementor, portfolio, templates, woocommerce"
74,"Advance Custom HTML – Show Live Code, Share Snippets, Embed Code, and Style Them Your Way.",advance-custom-html,10000,60,3.0,3,Blocks+Classic,2026-02-23 6:11am GMT,6.6,6.9.4,,,,https://wordpress.org/plugins/advance-custom-html/,0,0,,,,,"block, code, code snippet, custom html, embed code"
75,Bold Timeline Lite,bold-timeline-lite,10000,60,3.0,2,Editor-agnostic,2025-12-11 10:17am GMT,4.5,6.9.4,,,,https://wordpress.org/plugins/bold-timeline-lite/,5,1,6.5,Medium,2025-12-24,CWE-79; CWE-862,"Horizontal Timeline, company timeline, event timeline, history, timeline"
76,MotoPress Hotel Booking Styles & Templates,mphb-styles,10000,20,1.0,1,Editor-agnostic,2025-11-06 1:00pm GMT,5.4,6.8.5,https://motopress.com/,,,https://wordpress.org/plugins/mphb-styles/,0,0,,,,,"booking form, free hotel booking plugin, hotel booking styles, motopress hotel booking"
77,Testimonial Carousel For Elementor,testimonials-carousel-elementor,10000,46,2.3,3,Editor-agnostic,2025-10-20 9:27am GMT,5.9,6.8.5,,,,https://wordpress.org/plugins/testimonials-carousel-elementor/,5,0,6.5,Medium,2024-06-08,CWE-79; CWE-862,"carousel, elementor, elementor addons, testimonial carousel, testimonial slider"
78,"Zoho Forms – Drag & Drop Form Builder for Websites – Contact Forms, Payment Forms, Order Forms & More",zoho-forms,10000,54,2.7,14,Editor-agnostic,2025-08-08 12:20pm GMT,2.8,6.8.5,http://wordpress.org/extend/plugins/zohoforms,,,https://wordpress.org/plugins/zoho-forms/,3,0,6.5,Medium,2024-12-26,CWE-79,"contact form, custom form, form builder, form plugin, forms"
79,Envo's Templates & Widgets for Elementor and WooCommerce,envo-elementor-for-woocommerce,10000,20,1.0,1,Editor-agnostic,2025-10-23 6:09am GMT,4.4,6.9.4,https://envothemes.com/elementor-templates-for-woocommerce/,,,https://wordpress.org/plugins/envo-elementor-for-woocommerce/,6,0,6.5,Medium,2024-10-28,CWE-284; CWE-352; CWE-79,"elementor, templates, widgets, woo, woocommerce"
80,Shiprocket,shiprocket,10000,54,2.7,20,Editor-agnostic,2025-12-08 11:56am GMT,3.0.0,6.9.4,,,,https://wordpress.org/plugins/shiprocket/,1,1,,,2026-02-20,,"Logistics Integration, cash on delivery, shipment tracking, shipping india, woocommerce shipping"
81,WP Missed Schedule Posts,wp-missed-schedule-posts,10000,60,3.0,6,Editor-agnostic,2017-07-20 10:54am GMT,3.6,4.8.28,,,,https://wordpress.org/plugins/wp-missed-schedule-posts/,0,0,,,,,"Future, Future Posts, posts, scheduled, scheduled posts"
