rank,name,slug,active_installs,rating_pct,rating_5star,num_ratings,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
456,Honeypot Plus for Contact Form 7,cf7-honeypot-plus,500,60,3.0,2,Editor-agnostic,2026-01-25 8:41am GMT,4.8,6.9.4,,,,https://wordpress.org/plugins/cf7-honeypot-plus/,0,0,,,,,"antispam, captcha, form, honeypot, spam"
457,AffiliateWP – Store Credit,affiliatewp-store-credit,500,60,3.0,4,Editor-agnostic,2024-10-24 7:03pm GMT,5.2,6.7.5,https://affiliatewp.com/addons/store-credit/,,,https://wordpress.org/plugins/affiliatewp-store-credit/,0,0,,,,,"AffiliateWP, affiliates, store credit, woo, woocommerce"
458,Vertical marquee post title,vertical-marquee-post-title,500,60,3.0,2,Editor-agnostic,2022-12-01 2:46pm GMT,3.4,6.1.10,http://www.gopiplus.com/work/2012/09/02/vertical-marquee-post-title-wordpress-plugin/,,,https://wordpress.org/plugins/vertical-marquee-post-title/,0,0,,,,,"marquee, vertical"
459,Last Viewed Posts by WPBeginner,last-viewed-posts,500,46,2.3,3,Editor-agnostic,2024-12-09 7:37pm GMT,4.9,6.7.5,http://www.wpbeginner.com,,,https://wordpress.org/plugins/last-viewed-posts/,2,0,9.8,Critical,2024-12-11,CWE-284; CWE-502,"last viewed posts, recently viewed posts, visited posts"
460,Freetobook Responsive Widget,freetobook-responsive-widget,500,60,3.0,2,Editor-agnostic,2025-11-13 10:20am GMT,3.0,6.8.5,,,,https://wordpress.org/plugins/freetobook-responsive-widget/,1,0,4.3,Medium,2025-04-04,CWE-352,"Booking Engine, booking button, freetobook, online booking, pms"
461,WP HTTP Compression,wp-http-compression,500,46,2.3,8,Editor-agnostic,2012-07-11 10:38pm GMT,3.4.1,2.9.2,http://desalasworks.com/wordpress-compression-plugin/,,,https://wordpress.org/plugins/wp-http-compression/,0,0,,,,,"compression, gzip, http, performance, server"
462,IntenseDebate Comments,intensedebate,500,44,2.2,9,Editor-agnostic,2023-02-21 11:40pm GMT,5.0,6.1.10,https://www.intensedebate.com/wordpress,,,https://wordpress.org/plugins/intensedebate/,0,0,,,,,"avatars, community, profile, spam, widget"
463,Motors VIN Decoder,motors-vin-decoder,500,40,2.0,5,Editor-agnostic,2025-04-15 12:41pm GMT,4.6,6.4.8,https://stylemixthemes.com,,,https://wordpress.org/plugins/motors-vin-decoder/,0,0,,,,,"VIN Decoder, VIN History Check, automotive, car dealership"
464,Unique Submissions for Elementor Forms,unique-submissions,500,60,3.0,1,Editor-agnostic,2024-12-02 7:41am GMT,5.0,6.7.5,,,,https://wordpress.org/plugins/unique-submissions/,0,0,,,,,"anti-duplicate, elementor, forms, unique, unique-submissions"
465,Ultimate Member – ForumWP forum integration,um-forumwp,500,20,1.0,6,Editor-agnostic,2025-03-03 3:16pm GMT,5.5,6.7.5,https://ultimatemember.com/extensions/forumwp/,,,https://wordpress.org/plugins/um-forumwp/,0,0,,,,,"community, discussion, forum, forums"
466,Polls CP,cp-polls,500,52,2.6,5,Editor-agnostic,2025-12-11 12:38pm GMT,3.0.5,6.9.4,https://wordpress.dwbooster.com/forms/cp-polls,,,https://wordpress.org/plugins/cp-polls/,12,1,7.1,High,2025-06-20,CWE-79; CWE-799; CWE-80; CWE-89,"poll, polls, survey, vote, voting"
467,Product Builder for WooCommerce – Custom PC Builder,woo-product-builder,500,56,2.8,4,Editor-agnostic,2025-11-05 7:08am GMT,5.0,6.8.5,https://villatheme.com/,,,https://wordpress.org/plugins/woo-product-builder/,0,0,,,,,"add products step by step, custom pc builder, custom pc parts, prebuilt gaming pc, woocommerce"
468,Zoho Billing – Embed Payment Form,zoho-subscriptions,500,40,2.0,4,Editor-agnostic,2025-11-30 7:56am GMT,,6.9.4,https://www.zoho.com/billing/help/settings/integrations/wordpress-integration.html,,,https://wordpress.org/plugins/zoho-subscriptions/,1,0,6.5,Medium,2025-03-27,CWE-79,"PCI complaint, Recurring payments, checkout forms, one-time payments, online payments"
469,"Easy Document Embedder – Embed Word, excel, Powerpoint, Pdf file and more..",easy-document-embedder,500,60,3.0,2,Editor-agnostic,2020-12-12 5:06am GMT,3.0.1,5.6.17,,,,https://wordpress.org/plugins/easy-document-embedder/,0,0,,,,,"document, embed pdf, excel, google docs, powerpoint"
470,Teachable,teachable,500,20,1.0,1,Editor-agnostic,2025-06-16 1:09pm GMT,6.0,6.8.5,https://wordpress.org/plugins/teachable/,,,https://wordpress.org/plugins/teachable/,0,0,,,,,"Teachable, bundles, courses, lms, products"
471,Spreadr Woocommerce Plugin – Amazon Importer for Dropshipping and Affiliate,spreadr-for-woocomerce,500,50,2.5,11,Editor-agnostic,2025-11-07 7:54am GMT,4.4,6.8.5,https://spreadr.co/woocommerce,,,https://wordpress.org/plugins/spreadr-for-woocomerce/,2,0,7.5,High,2024-12-18,CWE-862,"Amazon Associate, Amazon dropshipping, amazon, amazon affiliate, amazon importing"
472,Advanced Custom Fields: NextGEN Gallery Field add-on,advanced-custom-fields-nextgen-gallery-field-add-on,500,42,2.1,7,Editor-agnostic,2015-01-04 2:26pm GMT,3.0,4.1.0,http://wordpress.org/extend/plugins/advanced-custom-fields-nextgen-gallery-field-add-on/,,,https://wordpress.org/plugins/advanced-custom-fields-nextgen-gallery-field-add-on/,0,0,,,,,"NextGEN Gallery, acf, acf add-on, custom field, nextgen gallery field"
473,Heureka,heureka,500,46,2.3,3,Editor-agnostic,2024-03-14 2:19pm GMT,5.3.0,6.3.8,,,,https://wordpress.org/plugins/heureka/,2,1,4.3,Medium,2024-02-28,CWE-352,woocommerce
474,Column Separator for Beaver Builder,column-separator-for-beaver-builder,400,60,3.0,2,Editor-agnostic,2026-01-19 12:20pm GMT,4.4,6.9.4,https://pratikchaskar.com/,,,https://wordpress.org/plugins/column-separator-for-beaver-builder/,0,0,,,,,"beaver builder, column separator, page builder plugin, simple column, style"
475,Customize Tawk.to Widget,customize-tawk-to-widget,400,60,3.0,2,Editor-agnostic,2025-05-03 3:32am GMT,3.0.0,6.7.5,https://wordpress.org/plugins/customize-tawk-to-widget,,,https://wordpress.org/plugins/customize-tawk-to-widget/,0,0,,,,,"chat, chatbot, customize, tawk.to, tawkto"
476,Directorist – WPML Integration,directorist-wpml-integration,400,40,2.0,1,Editor-agnostic,2026-02-09 9:43am GMT,6.0,6.9.4,https://github.com/sovware/directorist-wpml-integration,https://github.com/sovware/directorist-wpml-integration,official,https://wordpress.org/plugins/directorist-wpml-integration/,0,0,,,,,"directorist, directorist wpml, directory, wpml"
477,Convert WPBakery to Elementor,convert-wpbakery-to-elementor,400,60,3.0,2,Editor-agnostic,2026-01-14 1:19pm GMT,,6.9.4,https://www.wpbakery-to-elementor.com/,,,https://wordpress.org/plugins/convert-wpbakery-to-elementor/,0,0,,,,,"WPBakery, bakery to elementor, convert, migrate, wpbakery to elementor"
478,Anti Fake Orders & IP Blocker,anti-fake-orders-ip-blocker,400,60,3.0,2,Blocks+Classic,2026-02-11 8:07pm GMT,5.0,6.9.4,https://proshohan.com/anti-fake-orders-ip-blocker/,,,https://wordpress.org/plugins/anti-fake-orders-ip-blocker/,0,0,,,,,"fake-order, fraud prevention, ip blocker, security, woocommerce"
479,Shipit,shipit,400,46,2.3,6,Editor-agnostic,2026-03-04 6:15pm GMT,4.4,6.8.5,,,,https://wordpress.org/plugins/shipit/,0,0,,,,,"Shipit, calculator, couriers, shipping"
480,FireCask Like & Share Button,facebook-like-send-button,400,54,2.7,7,Editor-agnostic,2025-01-20 10:06pm GMT,5.2,6.7.5,https://firecask.com/services/development/wordpress/,,,https://wordpress.org/plugins/facebook-like-send-button/,2,0,6.4,Medium,2025-01-21,CWE-79,"facebook, facebook like, facebook like button, like, like button"
481,bookingflow Smoobu for WP,bookingflow-smoobu-for-wp,400,60,3.0,2,Editor-agnostic,2020-08-12 8:10am GMT,5.0,5.5.18,,,,https://wordpress.org/plugins/bookingflow-smoobu-for-wp/,0,0,,,,,"booking calendar, booking plugin, property booking, smoobu"
482,Central Connect,central-connect,400,40,2.0,1,Editor-agnostic,2024-03-04 5:40pm GMT,5.0,6.4.8,https://central.inmotionhosting.com,,,https://wordpress.org/plugins/central-connect/,0,0,,,,,"connect, inmotion, manage"
483,ICIT Weather Widget,interconnect-it-weather-widget,400,60,3.0,4,Editor-agnostic,2021-05-12 12:11pm GMT,3.8.1,5.7.15,http://interconnectit.com,,,https://wordpress.org/plugins/interconnect-it-weather-widget/,0,0,,,,,"weather, widget"
484,QRCode,doqrcode,400,60,3.0,2,Editor-agnostic,2025-05-27 3:44am GMT,4.0,6.8.5,https://github.com/wpdo/doqrcode,https://github.com/wpdo/doqrcode,official,https://wordpress.org/plugins/doqrcode/,0,0,,,,,"DoQRCode, barcode, qrcode, qrcode shortcode"
485,Rapyd Payment Extension for WooCommerce,rapyd-payments,400,20,1.0,2,Editor-agnostic,2026-03-23 3:43pm GMT,6.0,6.9.4,https://wordpress.org/plugins/rapyd-payments/,,,https://wordpress.org/plugins/rapyd-payments/,1,1,9.8,Critical,2025-06-17,CWE-502,"bank transfer bank redirect, cash, credit card, ewallet"
486,Master QR Code Generator – Static QR Code Generator,master-qr-generator,400,60,3.0,3,Editor-agnostic,2025-11-28 4:11am GMT,4.6.0,6.8.5,https://sharabindu.com/plugins/master-qr-generator/,,,https://wordpress.org/plugins/master-qr-generator/,0,0,,,,,"qr code, qr code generator, qrcode, shortcode, woocommerce"
487,Sidebar Content Clone,sidebar-content-clone,400,30,1.5,4,Editor-agnostic,2026-03-01 10:15am GMT,5.0,6.9.4,https://wordpress.org/plugins/sidebar-content-clone,,,https://wordpress.org/plugins/sidebar-content-clone/,0,0,,,,,"sidebar clone, sidebar content clone, sidebar duplicate, widget clone, widget duplicate"
488,Paystack Add-On for Gravity Forms,paystack-add-on-for-gravity-forms,400,60,3.0,2,Editor-agnostic,2025-07-23 9:13pm GMT,5.1,6.8.5,https://paystack.com/docs/libraries-and-plugins/plugins#wordpress,https://github.com/PaystackHQ/plugin-gravity-forms,official,https://wordpress.org/plugins/paystack-add-on-for-gravity-forms/,0,0,,,,,"GravityForms, payments, subscriptions"
489,Opal Mega Menu,opal-megamenu-for-elementor,400,60,3.0,2,Editor-agnostic,2023-02-07 1:40am GMT,5.0,5.9.13,http://www.wpopal.com/,,,https://wordpress.org/plugins/opal-megamenu-for-elementor/,0,0,,,,,"builder menu page builder, builder page, elementor, megamenu, nav menu page builder"
490,Quick Flickr Widget,quick-flickr-widget,400,60,3.0,2,Editor-agnostic,2012-07-25 6:52am GMT,3.3,3.4.2,http://kovshenin.com/wordpress/plugins/quick-flickr-widget/,,,https://wordpress.org/plugins/quick-flickr-widget/,0,0,,,,,"flickr, gallery, photo, photos, widget"
491,rapidmail: Newsletter & E-Mail Marketing for WooCommerce,rapidmail-newsletter-e-mail-marketing-for-woocommerce,400,46,2.3,3,Editor-agnostic,2023-08-03 11:01am GMT,4.7,6.2.9,,,,https://wordpress.org/plugins/rapidmail-newsletter-e-mail-marketing-for-woocommerce/,0,0,,,,,"e-mail marketing, newsletter, newsletter integration, newsletter tool, rapidmail"
492,PayKeeper Payment Gateway for WooCommerce,paykeeper,400,40,2.0,1,Editor-agnostic,2026-03-12 11:53am GMT,4.2,6.9.4,https://docs.paykeeper.ru/cms/,,,https://wordpress.org/plugins/paykeeper/,0,0,,,,,"paykeeper, payment gateway, woocommerce"
493,Car Route Planner Plugin,car-route-planner,400,60,3.0,10,Editor-agnostic,2024-02-05 2:15pm GMT,4.2,6.4.8,,,,https://wordpress.org/plugins/car-route-planner/,0,0,,,,,"calculator, direction, distance, route, travel"
494,"Advanced Reporting & Statistics for WooCommerce – Orders, Products & Customers Reporting",webd-woocommerce-advanced-reporting-statistics,400,52,2.6,8,Editor-agnostic,2026-02-09 5:43pm GMT,3.0.1,6.9.4,https://extend-wp.com/advanced-reporting-statistics-plugin-for-woocommerce/,,,https://wordpress.org/plugins/webd-woocommerce-advanced-reporting-statistics/,2,2,9.3,Critical,2026-02-03,CWE-89,"analytics, reporting, sales report, woocommerce sales, woocommerce statistics"
495,Image Hotspot With Tooltip For WPBakery Page Builder (formerly Visual Composer),vc-image-hotspot,400,40,2.0,4,Editor-agnostic,2021-07-26 8:03am GMT,4.0.1,5.8.13,https://codenpy.com/item/image-hotspot-with-tooltip-for-wpbakery-page-builder-formerly-visual-composer/,,,https://wordpress.org/plugins/vc-image-hotspot/,0,0,,,,,"addon, image hotspot, tooltip, visual composer, wpbakery page builder"
496,My Post Order,my-posts-order,400,58,2.9,7,Editor-agnostic,2013-01-11 5:44am GMT,3.0,3.5.2,,,,https://wordpress.org/plugins/my-posts-order/,1,1,,,2026-01-22,,"arrange post order, custom post order, custom post type, page order, sort post"
497,Localendar Calendar for WordPress,localendar-for-wordpress,400,54,2.7,19,Editor-agnostic,2019-02-14 9:44pm GMT,3.2,5.1.22,//localendar.com,,,https://wordpress.org/plugins/localendar-for-wordpress/,0,0,,,,,"Event, calendar, date, events calendar, ical"
498,Sellsy,sellsy,400,60,3.0,1,Editor-agnostic,2025-01-15 7:57am GMT,5.6,6.7.5,http://www.sellsy.com,,,https://wordpress.org/plugins/sellsy/,1,0,6.4,Medium,2025-01-07,CWE-79,"contact, crm, form, sellsy"
499,Academy Starter Templates,academy-starter-templates,400,20,1.0,1,Editor-agnostic,2025-11-24 2:04pm GMT,6.3,6.7.5,http://demo.academylms.net,,,https://wordpress.org/plugins/academy-starter-templates/,0,0,,,,,"academy, addons, course, lms, template"
500,wallee,woo-wallee,400,54,2.7,9,Editor-agnostic,2026-03-09 10:54am GMT,6.0,7.0,https://wordpress.org/plugins/woo-wallee,,,https://wordpress.org/plugins/woo-wallee/,0,0,,,,,"PSP, e-commerce, invoice, payment, wallee"
501,Simla.com,woo-retailcrm,400,60,3.0,2,Editor-agnostic,2026-03-24 12:10pm GMT,5.3,6.9.4,https://wordpress.org/plugins/woo-retailcrm/,,,https://wordpress.org/plugins/woo-retailcrm/,0,0,,,,,"crm, e-com, marketing"
502,Export Orders for WooCommerce,woocommerce-export-orders,400,60,3.0,4,Editor-agnostic,2025-04-17 5:14pm GMT,3.0.1,6.8.5,https://imaginate-solutions.com/,,,https://wordpress.org/plugins/woocommerce-export-orders/,0,0,,,,,"csv, export emails, export orders, pdf, woocommerce"
503,Gravity Forms styler for Elementor Page Builder,elementor-gravity-forms,400,60,3.0,6,Editor-agnostic,2017-11-24 5:20am GMT,4.0,4.9.29,https://essential-addons.com/elementor/gravity-forms,,,https://wordpress.org/plugins/elementor-gravity-forms/,0,0,,,,,"elementor, elementor addon, elementor widget, gravity form, gravity form styler"
504,OneSignal Sender,onesignal-sender,400,60,3.0,6,Editor-agnostic,2019-05-27 1:12pm GMT,3.8.0,5.2.24,http://marcbousleiman.com,,,https://wordpress.org/plugins/onesignal-sender/,0,0,,,,,"backend, dashboard, onesignal, web push notifications"
505,BigBuy Dropshipping Connector for WooCommerce,bigbuy-wc-dropshipping-connector,400,46,2.3,32,Editor-agnostic,2025-11-24 1:10pm GMT,6.2,6.8.5,https://www.bigbuy.eu/academy/how-to-synchronise-woocommerce-via-the-multi-channel-integration-platform/,,,https://wordpress.org/plugins/bigbuy-wc-dropshipping-connector/,2,1,5.3,Medium,2025-11-21,CWE-200; CWE-209,
506,Embed Videos For Product Image Gallery Using WooCommerce,woocommerce-embed-videos-to-product-image-gallery,400,56,2.8,21,Editor-agnostic,2025-12-26 10:25am GMT,3.0.1,6.9.4,,,,https://wordpress.org/plugins/woocommerce-embed-videos-to-product-image-gallery/,0,0,,,,,"embed videos, gallery, video gallery, woocommerce"
507,Manage Enrollment for LearnDash,manage-enrollment-learndash,400,20,1.0,2,Editor-agnostic,2025-09-11 7:35am GMT,4.0,6.8.5,https://www.nextsoftwaresolutions.com/manage-enrollment-for-learndash/,,,https://wordpress.org/plugins/manage-enrollment-learndash/,0,0,,,,,"GrassBlade, enroll, enrollment, learndash, manage"
508,Advanced Permalinks,advanced-permalinks,400,54,2.7,9,Editor-agnostic,2012-05-05 9:05am GMT,2.0,2.9.2,http://urbangiraffe.com/plugins/advanced-permalinks/,,,https://wordpress.org/plugins/advanced-permalinks/,0,0,,,,,"permalink, permalinks, redirect, seo, url"
509,WP Page Templates,custom-page-templates-by-vegacorp,400,54,2.7,3,Editor-agnostic,2025-01-28 1:39am GMT,3.6,6.7.5,https://wppagetemplates.com?utm_source=wp-admin&utm_medium=plugins-list,,,https://wordpress.org/plugins/custom-page-templates-by-vegacorp/,5,0,6.3,Medium,2024-10-16,CWE-862,"custom pages, custom templates, woocommerce templates, wordpress templates, wp page templates"
510,Limit Post Add-On,limit-post-add-on,400,60,3.0,2,Editor-agnostic,2025-12-10 7:16pm GMT,2.7,6.9.4,https://doc4design.com/limit-post-add-on/,,,https://wordpress.org/plugins/limit-post-add-on/,0,0,,,,,"copy, limit copy, limit post, limit text, post"
511,Limit Post Add-On,limit-post-add-on,400,60,3.0,2,Editor-agnostic,2025-12-10 7:16pm GMT,2.7,6.9.4,https://doc4design.com/limit-post-add-on/,,,https://wordpress.org/plugins/limit-post-add-on/,0,0,,,,,"copy, limit copy, limit post, limit text, post"
512,WP Plugins&Themes Auto Update,wp-pluginsthemes-auto-update,400,60,3.0,3,Editor-agnostic,2023-10-28 6:29pm GMT,3.8,6.3.8,http://www.airaghi.net/en/2014/12/29/wordpress-auto-update-for-plugins-and-themes/,,,https://wordpress.org/plugins/wp-pluginsthemes-auto-update/,0,0,,,,,"auto-update, theme"
513,ActBlue Contributions,actblue-contributions,400,20,1.0,1,Editor-agnostic,2023-02-22 8:43pm GMT,4.5,6.0.11,,,,https://wordpress.org/plugins/actblue-contributions/,0,0,,,,,"charity, donate, donation, fundraising, giving"
514,Sticky Content – Make Any Section Sticky on Scroll,sticky-menu-block,400,60,3.0,1,Blocks+Classic,2026-03-28 3:00am GMT,6.5,6.9.4,,,,https://wordpress.org/plugins/sticky-menu-block/,1,0,6.5,Medium,2025-02-25,CWE-79,"block, sticky, sticky content, sticky item, sticky menu"
515,HTML Validation,html-validation,400,20,1.0,1,Editor-agnostic,2025-11-16 12:47pm GMT,4.6,6.8.5,https://wordpress.org/plugins/html-validation,,,https://wordpress.org/plugins/html-validation/,0,0,,,,,"accessibility, code validation, html validation, html validator, markup validation"
516,SMSA Shipping (official),smsa-shipping-official,400,60,3.0,6,Editor-agnostic,2025-04-16 1:07pm GMT,5.3,6.8.5,https://www.smsaexpress.com,,,https://wordpress.org/plugins/smsa-shipping-official/,2,0,8.8,High,2025-01-07,CWE-35; CWE-73,"SMSA express shipping, ship and print, shipping solution, woocommerce shipping addon"
517,WPC Free Gift Coupons for WooCommerce,wpc-free-gift-coupons,400,60,3.0,4,Editor-agnostic,2025-12-12 3:25am GMT,4.0,6.9.4,https://wpclever.net/,,,https://wordpress.org/plugins/wpc-free-gift-coupons/,0,0,,,,,"coupon, gift, gift coupon, woocommerce, wpc"
518,Location Add-on For Gravity Forms,gf-form-locator,400,50,2.5,13,Editor-agnostic,2021-03-26 6:00pm GMT,5.6,5.7.15,https://www.tannerrecord.com/location-add-on-for-gravity-forms,https://github.com/tarecord/location-add-on-for-gravity-forms,official,https://wordpress.org/plugins/gf-form-locator/,0,0,,,,,
519,Subscribe to Download Lite – Email Before Download Plugin,subscribe-to-download-lite,400,60,3.0,4,Editor-agnostic,2026-03-26 7:11am GMT,5.0,6.9.4,https://wpshuffle.com/subscribe-to-download-lite,,,https://wordpress.org/plugins/subscribe-to-download-lite/,2,0,7.5,High,2025-04-01,CWE-98,"download after email, email before download, email signup, file download, lead magnet"
520,Outdooractive Embed,outdooractive-embed,400,46,2.3,3,Editor-agnostic,2025-03-27 5:09pm GMT,5.0,6.7.5,https://corporate.outdooractive.com,,,https://wordpress.org/plugins/outdooractive-embed/,1,0,6.4,Medium,2024-12-20,CWE-79,"Hut, Mountaineering, biking, hiking, trekking"
521,WT Widgets for Elementor,wt-widgets-elementor,400,30,1.5,2,Editor-agnostic,2026-03-10 5:32am GMT,6.0,6.9.4,,,,https://wordpress.org/plugins/wt-widgets-elementor/,0,0,,,,,"Travel booking, elementor widgets, tour booking, travel agency, widgets"
522,Yandex Pay and Split,yandex-pay-and-split,400,60,3.0,2,Editor-agnostic,2026-03-26 11:46am GMT,6.0,6.8.5,https://wordpress.org/plugins/yandex-pay-and-split/,,,https://wordpress.org/plugins/yandex-pay-and-split/,0,0,,,,,"gateway, payment, split, woocommerce, yandex"
523,Mailster Multi SMTP,mailster-multi-smtp,400,60,3.0,1,Editor-agnostic,2024-05-27 1:27pm GMT,6.0,6.5.8,https://mailster.co/?utm_campaign=wporg&utm_source=wordpress.org&utm_medium=plugin&utm_term=Multi+SMTP,,,https://wordpress.org/plugins/mailster-multi-smtp/,0,0,,,,,"delivery, deliverymethod, email, mailster, newsletter"
524,Random Posts,random-posts-plugin,400,40,2.0,1,Editor-agnostic,2017-11-28 9:55pm GMT,1.5,2.6.2,http://rmarsh.com/plugins/random-posts/,,,https://wordpress.org/plugins/random-posts-plugin/,0,0,,,,,"Random Posts, post-plugins, posts, random"
525,360 Product Viewer for WooCommerce,360-product-viewer-for-woocommerce,400,60,3.0,2,Editor-agnostic,2026-02-24 12:52pm GMT,4.6,6.9.4,https://wordpress.org/plugins/360-product-viewer-for-woocommerce/,,,https://wordpress.org/plugins/360-product-viewer-for-woocommerce/,0,0,,,,,"360, 360viewproduct, threesixty, woocommerce, woocommerceproducts"
526,Category Featured Image,category-featured-image,400,58,2.9,12,Editor-agnostic,2025-11-25 9:45pm GMT,4.6,6.9.4,https://wordpress.org/plugins/category-featured-image/,,,https://wordpress.org/plugins/category-featured-image/,0,0,,,,,"category, featured image, post"
527,BLPaczka,blpaczka,400,46,2.3,3,Editor-agnostic,2026-02-05 8:12pm GMT,5.3,6.9.4,,,,https://wordpress.org/plugins/blpaczka/,0,0,,,,,"blpaczka, paczka, przesyłki, shipping, woocommerce"
528,Tracking Pixel for Gravity Forms,gf-facebook-pixel-tracking,400,20,1.0,1,Editor-agnostic,2021-07-09 11:49pm GMT,4.0,4.9.29,https://wordpress.org/plugins/gf-facebook-pixel-tracking/,,,https://wordpress.org/plugins/gf-facebook-pixel-tracking/,0,0,,,,,"Facebook Pixel, event tracking, facebook, gravity forms"
529,WZ Followed Posts – Display what visitors are reading,where-did-they-go-from-here,400,60,3.0,2,Editor-agnostic,2026-03-23 10:19am GMT,6.6,6.9.4,https://webberzone.com/plugins/webberzone-followed-posts/,https://github.com/WebberZone/where-did-they-go-from-here,official,https://wordpress.org/plugins/where-did-they-go-from-here/,2,0,,,2025-05-07,,"followed posts, related posts, where did they go from here"
530,Product List / Grid View for Woocommerce,gm-woo-product-list-widget,400,60,3.0,2,Editor-agnostic,2025-12-29 8:24am GMT,,6.9.4,,,,https://wordpress.org/plugins/gm-woo-product-list-widget/,1,0,,,2023-12-08,CWE-79,"category filter woocommerce, product list for woocommerce, product widget woocommerce, woocommerce best sale product, woocommerce widget product"
531,NAVER Analytics,naver-analytics,400,50,2.5,2,Editor-agnostic,2015-11-11 12:08am GMT,4.3.1,4.3.34,http://850219.com,,,https://wordpress.org/plugins/naver-analytics/,1,1,7.1,High,2025-01-07,CWE-79,"analytics, naver, naver analytics, tracking"
532,Remove Gutenberg,restore-classic-editor,300,60,3.0,2,Blocks+Classic,2024-07-02 11:07am GMT,4.9,6.5.8,,,,https://wordpress.org/plugins/restore-classic-editor/,0,0,,,,,"classic editor, disable gutenberg, editor, gutenberg manager, remove gutenberg"
533,Kafkai – AI Writer Plugin,kafkai,300,60,3.0,2,Editor-agnostic,2022-10-27 2:34am GMT,4.2,5.9.13,,https://github.com/lalokalabs-kafkai/wordpress-plugin,official,https://wordpress.org/plugins/kafkai/,0,0,,,,,"articles, content, kafkai, seo"
534,Instant Gzip Compression,instant-gzip-compression,300,46,2.3,3,Editor-agnostic,2016-10-14 7:30am GMT,4.0,4.6.30,https://riotweb.nl,,,https://wordpress.org/plugins/instant-gzip-compression/,0,0,,,,,"cache, compression, faster, gzip, speedup"
535,Image Comparison,image-comparison,300,46,2.3,4,Blocks+Classic,2024-07-29 2:49pm GMT,5.6,6.6.5,https://essential-blocks.com,https://github.com/EssentialBlocks/image-comparison,official,https://wordpress.org/plugins/image-comparison/,0,0,,,,,"block, blocks, compare, comparison, image"
536,Easy Maintenance,easymaintenance,300,60,3.0,1,Editor-agnostic,2017-10-18 1:33am GMT,3.0,4.8.28,http://shafi.info/plugins/easy-maintenance/,,,https://wordpress.org/plugins/easymaintenance/,0,0,,,,,"Maintaince, Maintaince Mood, Will Back Soon, coming soon, landing page"
537,Custom Bulleted Lists,custom-bulleted-lists,300,60,3.0,2,Editor-agnostic,2017-07-24 6:33am GMT,4.6,4.8.28,https://abcofwp.com/custom-bullet-lists-wordpress/,,,https://wordpress.org/plugins/custom-bulleted-lists/,0,0,,,,,"Bullet Points, Bullets, Custom Bullet Lists, Custom Bullets, Custom Lists"
538,WebsiteVoice,websitevoice,300,50,2.5,6,Editor-agnostic,2025-11-28 4:48am GMT,4.5,6.9.4,https://websitevoice.com,,,https://wordpress.org/plugins/websitevoice/,0,0,,,,,"speech, text to speech, voice, websitevoice"
539,Ace Post Type Builder,ace-post-type-builder,300,20,1.0,1,Editor-agnostic,2026-01-19 10:13am GMT,5.2,6.9.4,,,,https://wordpress.org/plugins/ace-post-type-builder/,1,1,5.3,Medium,2025-11-25,CWE-862,"advanced field management, custom post types, taxonomy support"
540,Dokan Vendor Dashboard,dokan-vendor-dashboard,300,44,2.2,15,Editor-agnostic,2024-05-16 9:49am GMT,6.4,6.5.8,https://wordpress.org/plugins/dokan-vendor-dashboard/,,,https://wordpress.org/plugins/dokan-vendor-dashboard/,0,0,,,,,"dokan, multivendor marketplace, vendor dashboard"
541,Date & Time Picker for Advanced Custom Fields,acf-date-time-picker,300,20,1.0,1,Editor-agnostic,2016-05-03 8:02am GMT,3.5,4.5.33,https://github.com/toszcze/acf-date-time-picker,https://github.com/toszcze/acf-date-time-picker,official,https://wordpress.org/plugins/acf-date-time-picker/,0,0,,,,,"acf, advanced custom fields, custom field, datepicker, timepicker"
542,ravpage,ravpage,300,60,3.0,2,Editor-agnostic,2025-03-20 7:38am GMT,2.7.0,6.7.5,http://responder.co.il,,,https://wordpress.org/plugins/ravpage/,3,1,9.8,Critical,2026-01-22,CWE-502; CWE-79,ravpage
543,Spotler Mail+ Forms,mailplus-forms,300,60,3.0,1,Editor-agnostic,2025-12-29 9:26pm GMT,3.3,6.9.4,https://nl.wordpress.org/plugins/mailplus-forms/,,,https://wordpress.org/plugins/mailplus-forms/,0,0,,,,,"forms, mailplus, spotler, spotler mail+ forms"
544,Branded Login Screen,branded-login-screen,300,52,2.6,14,Editor-agnostic,2014-03-18 4:39am GMT,3.3,3.9.40,http://brandedlogin.kerrywebster.com,,,https://wordpress.org/plugins/branded-login-screen/,0,0,,,,,"White Label, branding, login, login screen"
545,Description List Block,description-list-block,300,46,2.3,3,Blocks+Classic,2026-02-07 4:34pm GMT,6.1,6.9.4,https://wordpress.org/plugins/description-list-block/,https://github.com/DanielFloeter/description-list-block,official,https://wordpress.org/plugins/description-list-block/,0,0,,,,,"block, definition-list, description list, gutenberg, list"
546,Product Reorder for Woocommerce,woo-product-reorder,300,60,3.0,2,Editor-agnostic,2022-05-05 6:44pm GMT,4.8,5.9.13,,,,https://wordpress.org/plugins/woo-product-reorder/,0,0,,,,,"product-order, woocommerce"
